Kód obce,Kód okresu,Latitude,Longitude
541141,CZ0326,49.862380,13.634610
572969,CZ0522,50.359371,15.496287
562971,CZ0422,50.463598,13.410837
588504,CZ0721,49.362473,17.645513
532606,CZ0201,49.839430,14.874791
578096,CZ0533,49.667478,16.742731
534838,CZ0206,50.390682,14.670873
542831,CZ0723,49.495846,17.898722
537217,CZ0208,50.138263,15.162540
568759,CZ0631,49.720714,15.671142
550477,CZ0634,49.058086,15.574099
555291,CZ0803,49.768592,18.569232
549037,CZ0522,50.432957,15.516036
575062,CZ0532,50.083128,15.880341
539287,CZ020A,49.986657,14.283022
552453,CZ0317,49.275324,14.877036
578100,CZ0533,49.823356,16.189972
537225,CZ0208,50.278663,15.273164
557838,CZ0324,49.654190,13.202822
564940,CZ0423,50.439891,14.085254
535931,CZ0207,50.337534,14.801624
579319,CZ0525,50.521498,15.766799
558940,CZ0325,49.793052,13.317774
540323,CZ020B,49.770587,14.352585
564958,CZ0423,50.548326,14.000996
564966,CZ0423,50.552187,14.279353
561622,CZ0511,50.740390,14.559384
578118,CZ0533,49.851152,16.171354
534994,CZ0204,50.142489,15.319780
552461,CZ0317,49.478132,14.677049
534102,CZ0205,49.949241,15.394385
533343,CZ0204,50.070077,14.989985
535907,CZ0311,49.067394,14.520691
564109,CZ0513,50.836320,14.869039
529818,CZ0201,49.744203,14.814683
552470,CZ0317,49.333045,14.838492
579327,CZ0525,50.426514,15.878682
566241,CZ0424,50.398870,13.859103
546429,CZ0424,50.408357,13.829608
571539,CZ0531,49.902149,15.934067
558966,CZ0323,49.793305,13.493690
537233,CZ0208,50.119017,14.898236
564249,CZ020B,49.594513,13.956768
564117,CZ0513,50.817027,14.968947
578126,CZ0533,49.617858,16.503245
553751,CZ0321,49.453663,12.956921
544591,CZ0311,49.296087,14.387621
532037,CZ0201,49.792155,14.582032
533351,CZ0204,50.065584,14.930251
539295,CZ020A,50.046148,14.261423
541818,CZ020C,50.146543,13.667388
540358,CZ020B,49.576891,14.071933
551155,CZ0316,49.333292,13.897140
563145,CZ0317,49.358766,14.864401
550264,CZ0315,48.956632,14.067078
569305,CZ0715,49.933846,16.893779
588512,CZ0721,49.356540,17.364618
534706,CZ0208,50.286690,15.347273
571547,CZ0531,49.955625,15.991536
568767,CZ0631,49.767642,15.443719
572764,CZ0532,49.981900,15.604954
581534,CZ0641,49.502996,16.628098
571164,CZ0531,49.949824,15.795158
533670,CZ0202,50.006145,14.152325
532398,CZ0203,50.295476,14.270238
573574,CZ0631,49.716741,15.216372
562530,CZ0421,50.863346,14.483083
558974,CZ0325,49.971920,13.646002
583111,CZ0643,49.288591,16.458829
556378,CZ0322,49.466785,13.173970
556386,CZ0322,49.293150,13.100904
568023,CZ0427,50.688750,14.046285
570125,CZ0521,50.149139,15.550972
571849,CZ0207,50.308893,15.013907
546810,CZ0423,50.583028,14.187346
577154,CZ0514,50.602387,15.300449
507334,CZ0805,49.986735,18.116667
594164,CZ0647,48.947809,15.751157
506737,CZ0721,49.389281,17.711595
579335,CZ0525,50.595999,16.039410
557846,CZ0323,49.643095,13.476053
575071,CZ0532,50.034532,15.418562
569909,CZ0805,49.885738,17.911052
593095,CZ0646,49.187125,17.110212
574112,CZ0523,50.414437,15.978392
588547,CZ0721,49.166079,17.231009
537420,CZ0315,49.010450,14.231802
594172,CZ0647,48.786677,16.082449
545546,CZ0312,48.854119,14.211239
534846,CZ0206,50.232842,14.342788
575089,CZ0532,50.109676,15.937327
549223,CZ0522,50.387734,15.295570
531294,CZ0202,50.027467,14.074092
539309,CZ020A,50.060826,14.227054
513431,CZ020A,49.995792,14.264385
552496,CZ0317,49.406872,14.811319
561339,CZ0633,49.585781,15.079667
555207,CZ0412,50.104736,13.249179
549452,CZ0314,49.523560,14.427673
561321,CZ0633,49.586467,15.100030
575097,CZ0532,50.128259,15.541389
584517,CZ0643,48.929811,16.575843
589578,CZ0713,49.424694,17.251454
583120,CZ0643,49.101545,16.377622
593117,CZ0646,49.305518,17.093537
535966,CZ0207,50.324168,15.014880
581666,CZ0641,49.465713,16.606100
577162,CZ0514,50.703569,15.429698
563510,CZ0512,50.722153,15.170414
540374,CZ020B,49.661146,14.138547
580376,CZ0534,50.029734,16.600698
561631,CZ0513,50.765382,14.760633
595730,CZ0635,49.324114,16.089764
542865,CZ0723,49.383651,17.950317
598259,CZ0802,49.576815,18.764694
548782,CZ0524,50.150364,16.333536
555215,CZ0412,50.358573,12.934767
507377,CZ0805,49.915196,17.684108
554065,CZ0804,49.695138,17.787781
590746,CZ0634,49.081114,15.761519
553344,CZ0715,49.994405,16.828875
592226,CZ0722,49.116359,17.427985
587249,CZ0632,49.431232,15.723948
580392,CZ0534,50.039685,16.633004
594181,CZ0647,49.072435,16.253784
595756,CZ0635,49.530363,16.005752
544612,CZ0311,48.966544,14.297986
561461,CZ0633,49.415196,15.386320
529842,CZ0201,49.653039,14.730847
575101,CZ0532,50.007735,15.529259
588555,CZ0721,49.356380,17.618744
592234,CZ0722,49.154219,17.388585
553212,CZ0715,50.013210,16.845209
576328,CZ0524,50.332407,16.251880
597431,CZ0801,50.244949,17.481294
578134,CZ0533,49.840871,16.385333
565270,CZ020C,50.210508,13.639913
544680,CZ0421,50.860304,14.265378
563595,CZ0512,50.772141,15.169244
570346,CZ0723,49.312144,18.020158
507423,CZ0802,49.621505,18.406126
556394,CZ0322,49.345257,13.218239
561657,CZ0513,50.762974,14.824344
530395,CZ0421,50.804610,14.363559
579351,CZ0525,50.631188,15.781916
546658,CZ0513,50.704656,14.940408
578142,CZ0533,49.671651,16.592171
542903,CZ0723,49.444628,17.965972
588563,CZ0721,49.267176,17.377672
574121,CZ0523,50.356904,15.924238
578151,CZ0533,49.625661,16.751955
590754,CZ0634,49.094184,15.893408
575119,CZ0532,50.012339,16.077983
594199,CZ0647,48.756671,16.233615
578169,CZ0533,49.824915,16.163470
546500,CZ0313,49.189995,15.067440
578541,CZ0324,49.521192,13.507696
558982,CZ0325,49.872569,13.474387
532401,CZ0203,50.321709,14.085330
590762,CZ0634,49.258240,16.163698
574139,CZ0523,50.318379,15.991080
585301,CZ0724,49.253493,17.894297
541869,CZ0322,49.325542,13.247541
595748,CZ0635,49.650280,16.173870
576336,CZ0524,50.171465,16.349372
586218,CZ0645,48.862174,17.533503
536148,CZ0711,50.390868,17.002821
572713,CZ0533,49.782812,16.427483
580406,CZ0534,49.889566,16.156118
529851,CZ0201,49.686598,15.026636
583154,CZ0643,49.255628,16.362283
568783,CZ0631,49.738220,15.234446
562963,CZ0317,49.494676,14.716540
536288,CZ0715,49.931312,16.794838
578185,CZ0533,49.661104,16.306186
532410,CZ0203,50.233057,13.972409
575127,CZ0532,49.995451,15.610295
581682,CZ0641,49.344631,16.756055
580414,CZ0534,49.971109,16.310007
590789,CZ0634,49.019086,15.570038
532428,CZ0203,50.207644,14.119076
505528,CZ0423,50.483044,14.004486
539317,CZ020A,50.087404,14.214924
547816,CZ0531,49.742590,15.957449
567582,CZ0426,50.628702,13.749019
570133,CZ0521,50.228280,16.002737
575135,CZ0532,49.981594,15.660618
537926,CZ0412,50.226649,12.800046
563609,CZ0512,50.627796,15.136637
571563,CZ0531,49.929644,16.031120
538264,CZ0209,50.152759,14.611909
587265,CZ0632,49.421358,15.830768
572993,CZ0522,50.344654,15.680876
568805,CZ0631,49.792454,15.641764
530484,CZ0513,50.699666,15.093930
589586,CZ0713,49.608512,16.862184
539325,CZ020A,49.968246,14.513602
540391,CZ020B,49.607849,14.478230
541834,CZ020C,50.097137,13.469595
536385,CZ0711,50.224725,17.198147
599468,CZ0804,49.612040,17.905365
577171,CZ0514,50.660595,15.338516
585319,CZ0724,49.068135,17.955981
533360,CZ0204,50.089936,15.261812
577189,CZ0514,50.680618,15.491835
574147,CZ0523,50.362184,16.182163
561665,CZ0511,50.608694,14.584657
536393,CZ0715,49.852199,16.868736
532134,CZ0201,49.581263,14.610228
549479,CZ0314,49.386055,14.292710
574155,CZ0523,50.615071,16.266763
562556,CZ0421,50.852494,14.394022
533378,CZ0209,49.970671,14.810582
578193,CZ0533,49.632295,16.711360
531871,CZ0206,50.345214,14.338210
594202,CZ0647,48.987465,15.990027
584525,CZ0644,48.828690,16.466260
575143,CZ0532,49.980674,15.694777
547191,CZ0805,49.923129,17.774912
587273,CZ0632,49.323203,15.484258
556998,CZ0714,49.547873,17.625008
594211,CZ0647,49.028912,16.437429
587281,CZ0632,49.416395,15.465658
593125,CZ0646,49.298073,16.892634
586226,CZ0645,49.027077,17.210115
548073,CZ0633,49.613127,15.233820
541753,CZ0322,49.491162,13.228504
562084,CZ0314,49.450736,14.215979
572659,CZ0522,50.435433,15.361144
573001,CZ0522,50.373176,15.337392
586846,CZ0632,49.415860,15.595469
587290,CZ0632,49.261225,15.292576
537250,CZ0208,50.264465,15.060123
562769,CZ0313,49.176770,15.268924
548413,CZ0631,49.713475,15.583470
577197,CZ0514,50.608996,15.506637
562564,CZ0421,50.760925,14.103948
563617,CZ0512,50.670963,15.295375
539333,CZ020A,49.895549,14.493434
544639,CZ0311,48.889587,14.726899
576352,CZ0521,50.250722,16.012785
539341,CZ020A,49.927626,14.342843
546011,CZ0424,50.320403,13.747256
595772,CZ0635,49.637288,16.226424
583171,CZ0643,49.267903,16.529591
540404,CZ020B,49.786343,13.978781
597449,CZ0801,50.251932,17.519131
513873,CZ0714,49.644693,17.748345
536521,CZ0715,50.095891,16.985006
560413,CZ0413,50.282760,12.602422
587303,CZ0632,49.137705,15.638697
564133,CZ0513,50.960916,15.249643
545881,CZ0313,49.144582,15.006239
551163,CZ0316,49.227879,13.982656
539350,CZ020A,50.032857,14.268789
549151,CZ0522,50.478592,15.329770
590797,CZ0634,49.231477,16.193554
550591,CZ0634,48.983174,15.612866
563099,CZ0422,50.500627,13.448885
538272,CZ0209,50.115879,14.699337
546585,CZ0512,50.755788,15.263030
562572,CZ0421,50.874552,14.575190
548081,CZ0633,49.553320,15.318440
599581,CZ0208,50.252532,14.836959
594229,CZ0647,48.920914,16.392050
550841,CZ0647,48.993974,15.925489
597457,CZ0801,49.854028,17.277651
562581,CZ0421,50.993471,14.568449
583189,CZ0643,49.166816,16.758096
552534,CZ0317,49.485634,14.527704
599506,CZ0804,49.754094,18.130739
546216,CZ0631,49.662324,15.727400
531308,CZ0202,49.794246,13.836497
535974,CZ0207,50.554218,14.947263
579378,CZ0525,50.535096,16.109111
535761,CZ0311,48.995620,14.569321
503142,CZ0712,49.709270,17.394675
595802,CZ0635,49.405470,16.090844
537268,CZ0208,50.257782,14.993959
566039,CZ0207,50.369496,14.853294
586234,CZ0645,48.839579,17.010146
511587,CZ0413,50.211627,12.579546
563633,CZ0512,50.782016,15.231574
529613,CZ0207,50.453507,14.893781
549312,CZ0522,50.409627,15.419326
577201,CZ0514,50.550769,15.145380
560421,CZ0413,50.148850,12.504505
558991,CZ0325,49.870714,13.512774
534129,CZ0205,49.777968,15.027994
532444,CZ0203,50.162716,13.988260
562491,CZ0313,49.108963,15.077166
563102,CZ0422,50.376092,13.271422
531774,CZ0206,50.399568,14.699845
595811,CZ0635,49.374803,16.141838
551180,CZ0316,49.402831,13.774881
594237,CZ0647,48.982858,16.287457
595829,CZ0635,49.632666,16.079322
545554,CZ0312,48.810921,14.258692
579017,CZ0326,49.667036,13.624286
563111,CZ0422,50.577837,13.322071
536946,CZ0316,49.271655,13.716800
587320,CZ0632,49.481127,15.441530
587338,CZ0632,49.241354,15.301432
548090,CZ0633,49.592700,15.304162
538281,CZ0209,49.882761,14.774613
565440,CZ020C,50.208527,13.841968
595837,CZ0643,49.379422,16.351706
531031,CZ0201,49.597236,14.840416
568821,CZ0631,49.711957,15.519989
548103,CZ0633,49.423391,15.015964
546453,CZ0421,50.810319,14.268547
566811,CZ0326,49.881166,13.596339
578207,CZ0533,49.707979,16.233812
587346,CZ0632,49.366688,15.780333
538299,CZ0209,49.901617,14.582527
548111,CZ0633,49.303136,15.075292
561681,CZ0511,50.773693,14.472979
571571,CZ0531,49.736024,15.975128
580422,CZ0534,50.120278,16.435011
535982,CZ0311,48.779882,14.671182
587362,CZ0632,49.510050,15.652675
590801,CZ0634,49.272529,16.060488
536571,CZ0715,49.859436,17.031142
578215,CZ0533,49.738007,16.524030
568848,CZ0631,49.643905,15.275344
537276,CZ0208,50.193015,14.999530
532452,CZ0203,50.127079,14.018200
598631,CZ0313,49.211998,15.122369
513032,CZ0203,50.241505,14.205845
539368,CZ020A,49.863096,14.503494
544663,CZ0311,48.897635,14.446481
541150,CZ0326,49.723772,13.618864
546771,CZ0423,50.558481,14.077490
540439,CZ020B,49.639124,14.253549
583197,CZ0643,49.263805,16.714624
566144,CZ0321,49.475118,13.072809
553778,CZ0321,49.474432,13.145358
531651,CZ0206,50.424809,14.600046
598275,CZ0802,49.744405,18.396220
585327,CZ0724,49.109153,17.698856
545562,CZ0312,48.738589,14.496373
570150,CZ0521,50.153056,15.557599
564974,CZ0209,50.174869,14.737100
546542,CZ0313,49.184882,14.853256
572748,CZ0533,49.766089,16.364833
599727,CZ020A,49.935506,14.259616
586242,CZ0645,48.975875,16.977406
595845,CZ0635,49.647105,15.914538
597473,CZ0801,50.073193,17.306960
565288,CZ020C,49.987386,13.862509
577219,CZ0514,50.561843,15.207280
597481,CZ0801,50.105736,17.445738
587052,CZ0724,49.176512,17.585926
554961,CZ0412,50.231952,12.872062
531316,CZ0202,49.939604,14.188146
587354,CZ0721,49.230694,17.434610
542911,CZ0723,49.351376,18.240174
598917,CZ0803,49.856752,18.543319
559903,CZ0326,49.824356,13.781719
530361,CZ0326,49.813466,13.799741
575151,CZ0532,50.118105,15.609768
557862,CZ0324,49.462805,13.740706
585343,CZ0724,49.295509,17.785771
550256,CZ0644,48.996536,16.882945
556432,CZ0322,49.143000,13.556264
568643,CZ0804,49.669288,18.188284
542946,CZ0723,49.382193,17.885865
530042,CZ0317,49.281817,14.828622
587907,CZ0643,49.332793,16.278861
551201,CZ0316,49.273591,13.830458
536008,CZ0207,50.445203,14.777464
559008,CZ0325,49.893239,13.383058
557871,CZ0324,49.493815,13.365703
513415,CZ0204,49.988323,15.143645
538183,CZ0325,49.732444,13.126409
549169,CZ0522,50.454929,15.350713
590819,CZ0634,48.986074,15.647401
553786,CZ0321,49.390348,13.040638
565016,CZ0423,50.480149,14.101914
529907,CZ0201,49.677749,15.071992
541826,CZ0322,49.266995,13.694293
548120,CZ0633,49.590575,15.392728
542989,CZ0723,49.478541,17.815441
586251,CZ0645,49.005319,17.173901
592251,CZ0724,49.110985,17.644771
549487,CZ0314,49.269153,14.072641
583201,CZ0643,49.159216,16.262640
559911,CZ0326,49.753546,13.539382
542997,CZ0723,49.492821,17.865253
590827,CZ0634,49.144911,16.171870
589594,CZ0713,49.650182,16.841358
569283,CZ0714,49.483773,17.603034
571580,CZ0531,49.772574,15.982386
532053,CZ0203,50.141799,14.106846
560405,CZ0316,49.268814,13.763561
559920,CZ0326,49.912977,13.631799
560928,CZ0327,49.715408,12.980021
533084,CZ0201,49.723269,14.950154
567604,CZ0426,50.615093,13.826385
575178,CZ0532,50.057816,15.487192
570168,CZ0521,50.125681,15.501358
565024,CZ0423,50.431540,14.006583
557897,CZ0324,49.502010,13.576777
536024,CZ0207,50.523509,14.944829
563129,CZ0422,50.384561,13.171393
580431,CZ0534,50.111702,16.554593
571687,CZ0204,50.023624,14.985390
579386,CZ0525,50.559794,15.663687
587371,CZ0632,49.222518,15.294793
555771,CZ0322,49.395655,13.295194
562688,CZ0313,49.099391,14.748496
538311,CZ0209,50.176091,14.411589
553794,CZ0321,49.434948,12.814835
565032,CZ0423,50.392685,14.248831
541851,CZ0322,49.333543,13.233291
563986,CZ0317,49.278877,14.715759
589608,CZ0713,49.403017,17.211237
584541,CZ0644,48.844725,16.644789
573787,CZ0531,49.963712,15.681376
538329,CZ0209,50.202124,14.434551
599549,CZ0806,49.788191,18.125961
571211,CZ020A,49.900957,14.343355
567191,CZ0425,50.638349,13.548232
584550,CZ0644,48.995112,16.859619
532461,CZ0203,50.294113,13.987593
577227,CZ0514,50.599761,15.221716
514047,CZ0714,49.560292,17.682377
513628,CZ0209,49.958513,14.718623
568856,CZ0631,49.801828,15.674289
536687,CZ0715,49.818661,17.019494
589616,CZ0713,49.446217,17.250871
540447,CZ020B,49.553233,14.212131
590835,CZ0634,49.167093,15.935181
533386,CZ0204,50.095114,14.910171
549495,CZ0314,49.316885,14.245388
534137,CZ0205,49.907559,15.325361
571075,CZ0207,50.440316,14.725295
534897,CZ0206,50.308894,14.501593
532479,CZ0203,50.309285,14.157106
586269,CZ0645,48.886761,17.395572
581721,CZ0641,49.587125,16.423892
595853,CZ0635,49.456579,15.980924
539384,CZ020A,50.121321,14.259214
541877,CZ020C,50.146689,13.637213
590843,CZ0632,49.270880,15.672268
574007,CZ0531,49.861905,15.527475
537292,CZ0208,50.257311,15.335464
551481,CZ0208,50.173997,15.344934
536041,CZ0207,50.489274,15.038396
573043,CZ0522,50.493286,15.322548
592269,CZ0722,49.098647,17.516817
587389,CZ0632,49.094109,15.604156
581739,CZ0641,49.539688,16.695130
598461,CZ020B,49.688403,14.400412
532487,CZ0203,50.212665,14.137056
548286,CZ0631,49.647038,15.578739
548146,CZ0633,49.587669,15.262965
563641,CZ0512,50.624760,15.228332
507504,CZ0805,49.985580,18.052227
593141,CZ0646,49.092284,16.885919
557218,CZ0711,50.342045,17.123713
584568,CZ0644,48.932959,16.891691
573710,CZ0521,50.245928,15.587203
583219,CZ0643,49.138134,16.731930
531405,CZ0205,50.006398,15.375802
571172,CZ0207,50.371738,15.053963
564141,CZ0513,50.610271,15.004443
579394,CZ0525,50.453757,15.858823
536601,CZ0316,49.465172,13.827677
578231,CZ0533,49.766393,16.539938
571610,CZ0531,49.947276,15.855614
578771,CZ0325,49.930488,13.476248
541559,CZ0327,49.808767,12.736709
579408,CZ0525,50.451411,15.904893
536067,CZ0207,50.277131,14.780339
548529,CZ0631,49.534276,15.540336
590851,CZ0634,48.998947,15.703223
510645,CZ0634,49.242707,16.010276
593150,CZ0646,49.171903,17.026237
598712,CZ0633,49.476052,15.255999
590860,CZ0634,49.157925,15.818142
538345,CZ0206,50.238202,14.508588
568881,CZ0631,49.657213,15.658186
514055,CZ0714,49.352911,17.303660
575194,CZ0532,50.043079,15.386682
541494,CZ0327,49.878396,12.947328
514152,CZ0714,49.494915,17.375546
534901,CZ0206,50.429981,14.567322
537306,CZ0208,50.155469,15.238544
580465,CZ0534,50.036920,16.251721
532495,CZ0203,50.198872,14.223510
565199,CZ020C,50.157254,13.510143
541893,CZ020C,50.139748,13.610387
533165,CZ0204,50.027429,15.202828
556467,CZ0322,49.299057,13.439106
570974,CZ0207,50.402199,14.979095
555258,CZ0412,50.187545,12.903449
553816,CZ0321,49.486895,13.108876
536733,CZ0715,49.903176,16.947532
588598,CZ0721,49.434675,17.780479
599280,CZ0317,49.250167,14.594124
547123,CZ0712,49.764167,17.241052
531324,CZ0202,49.806602,13.856467
549436,CZ0724,49.150786,17.568861
590878,CZ0634,49.070089,15.701107
535877,CZ0311,48.878549,14.545763
592277,CZ0722,48.993930,17.800925
507237,CZ0802,49.658204,18.527882
548162,CZ0633,49.508793,15.345625
593168,CZ0646,49.216446,16.906888
533394,CZ0204,50.041558,15.284322
529931,CZ0201,49.667248,14.884609
573051,CZ0522,50.402345,15.480335
531332,CZ0202,49.920996,14.065859
590886,CZ0634,49.190593,16.041305
531553,CZ0209,50.276506,14.653932
589624,CZ0713,49.590395,16.889217
564761,CZ0209,49.948677,14.851354
560952,CZ0327,49.881263,12.977983
573060,CZ0522,50.330951,15.270400
559024,CZ0325,49.943303,13.464495
553247,CZ0715,50.046475,16.946863
599565,CZ0804,49.599570,18.144910
599204,CZ020B,49.780542,14.351437
579033,CZ0326,49.659042,13.592325
533793,CZ0202,49.920584,14.136968
594253,CZ0647,48.930251,15.646296
578258,CZ0533,49.671420,16.245888
595861,CZ0635,49.527574,16.347737
567221,CZ0425,50.478686,13.723088
578266,CZ0533,49.846904,16.714969
588601,CZ0721,49.106490,17.164435
559032,CZ0325,49.900611,13.474862
599557,CZ0207,50.572055,15.011824
592285,CZ0722,48.941070,17.665308
581755,CZ0641,49.530418,16.754045
533408,CZ0204,49.977216,15.140969
563668,CZ0512,50.759359,15.365424
570176,CZ0521,50.179841,15.534913
570184,CZ0521,50.178703,15.555822
570826,CZ0207,50.438608,14.929915
539392,CZ020A,49.987580,14.326682
536121,CZ0207,50.333480,14.969740
574449,CZ0534,49.979239,16.233825
536814,CZ0715,49.883233,16.798820
540498,CZ020B,49.654247,14.471834
588521,CZ0721,49.203174,17.382954
592293,CZ0722,49.045476,17.407042
586277,CZ0645,49.026930,17.153306
587401,CZ0632,49.361400,15.490771
548928,CZ0522,50.381344,15.327377
503916,CZ0327,49.674415,13.026491
589632,CZ0713,49.514078,17.058346
533416,CZ0209,49.994137,14.859324
534935,CZ0206,50.226634,14.585628
576361,CZ0524,50.122511,16.215084
549509,CZ0314,49.499990,14.211859
571628,CZ0531,49.923421,15.651641
588610,CZ0721,49.374174,17.511445
538370,CZ0209,49.907123,14.557334
576387,CZ0524,50.051755,16.206964
536130,CZ0209,50.257529,14.699086
537314,CZ0208,50.129367,15.024308
587419,CZ0632,49.147908,15.428990
509108,CZ0313,49.225517,15.008829
508357,CZ0313,49.106163,15.421758
575232,CZ0532,50.009667,15.903791
584576,CZ0644,48.746950,16.978794
590894,CZ0634,48.974807,15.639908
529630,CZ0208,50.171133,14.984131
537331,CZ0208,50.184587,14.954085
567612,CZ0426,50.560217,13.873166
565059,CZ0423,50.383135,14.333177
507458,CZ0802,49.589496,18.695780
566047,CZ0207,50.315276,14.667096
548171,CZ0633,49.558467,15.116371
552585,CZ0317,49.325429,14.751505
551465,CZ0205,49.895897,15.150945
537349,CZ0208,50.318352,15.134157
592307,CZ0722,49.157681,17.416297
562955,CZ0317,49.456508,14.658548
577235,CZ0514,50.571751,15.404135
567621,CZ0426,50.655181,13.755656
566284,CZ0424,50.403319,13.944037
513555,CZ020B,49.736397,14.093917
595870,CZ0635,49.492812,15.946201
534072,CZ0202,49.856839,13.925264
540633,CZ0324,49.672114,13.154585
581763,CZ0641,49.355206,16.784459
537357,CZ0208,50.107770,14.856029
576395,CZ0524,50.298871,16.258155
541907,CZ020C,50.212979,13.675205
529681,CZ020B,49.514885,13.918493
533424,CZ0204,50.003158,14.977137
553824,CZ0321,49.402659,13.002193
548189,CZ0631,49.648891,15.293094
590908,CZ0634,49.314835,15.792795
534943,CZ0208,50.193218,15.148855
548944,CZ0522,50.396150,15.470916
583227,CZ0643,49.204721,16.819140
589641,CZ0713,49.284523,17.171314
571971,CZ0207,50.423409,14.777875
572012,CZ0207,50.417808,14.776740
537373,CZ0208,50.169567,15.070901
549517,CZ0314,49.517705,14.278199
563137,CZ0422,50.438324,13.053997
578177,CZ0322,49.415936,13.606717
581771,CZ0641,49.443935,16.458762
540536,CZ020B,49.555628,14.106587
550108,CZ0646,49.204170,17.035316
590916,CZ0634,49.179832,16.061293
568899,CZ0631,49.734658,15.293073
587427,CZ0632,49.413143,15.700567
500135,CZ0712,49.603626,17.535662
595888,CZ0635,49.379245,16.078773
598321,CZ0802,49.590494,18.256672
540200,CZ0324,49.465098,13.582934
546232,CZ0511,50.655449,14.456930
530557,CZ0424,50.456860,13.784625
547182,CZ0805,49.912900,18.155950
529940,CZ0201,49.824883,14.796183
572136,CZ0522,50.316531,15.374882
559041,CZ0325,49.931343,13.542516
533432,CZ0209,49.996652,14.814366
565385,CZ020C,50.255389,13.815687
586285,CZ0645,48.918744,17.399733
559059,CZ0325,49.763902,13.252214
571792,CZ0206,50.236919,14.371215
545309,CZ0634,49.199963,15.922024
559067,CZ0325,49.993998,13.541176
561550,CZ0314,49.515875,14.146759
568902,CZ0631,49.670414,15.253313
503304,CZ0712,49.537792,17.253626
593184,CZ0646,49.155190,17.184890
565067,CZ0423,50.405474,14.301425
548618,CZ0631,49.800604,15.571977
587435,CZ0632,49.181877,15.414923
550710,CZ0634,49.223007,15.808241
560456,CZ0413,50.216079,12.534192
536342,CZ0316,49.147647,14.028846
565351,CZ020C,50.037468,13.647573
533441,CZ0204,50.066166,15.368970
565369,CZ020C,50.018944,13.638347
589659,CZ0713,49.463062,17.180583
590941,CZ0634,49.199373,16.201664
570192,CZ0521,50.259542,15.536680
580481,CZ0534,50.083939,16.760646
549525,CZ0314,49.495809,14.110652
576409,CZ0524,50.294662,15.998922
530808,CZ0525,50.676859,15.973810
559075,CZ0325,49.982024,13.487584
535109,CZ0203,50.263129,14.055907
560464,CZ0413,50.194120,12.679540
534951,CZ0206,50.241745,14.310745
533203,CZ0202,49.949911,14.034561
590959,CZ0634,49.134304,16.132027
557943,CZ0324,49.446183,13.577065
574546,CZ0523,50.420798,16.134920
551261,CZ0316,49.227936,13.804051
593192,CZ0646,49.364634,16.829977
580490,CZ0534,49.855681,16.695801
561371,CZ0633,49.461735,15.228765
560472,CZ0413,50.323835,12.517588
538795,CZ0411,50.234889,12.168117
549673,CZ0802,49.582088,18.481485
568929,CZ0631,49.602787,15.470441
540552,CZ020B,49.604711,14.277524
562611,CZ0421,50.913136,14.510101
536164,CZ0207,50.424780,14.792241
595896,CZ0635,49.677952,16.145108
571652,CZ0531,49.821656,15.745623
555304,CZ0412,50.072448,12.921351
595900,CZ0635,49.444510,15.981262
538337,CZ0413,50.109287,12.786342
566306,CZ0424,50.254271,13.367878
578045,CZ0412,50.344955,13.002857
564168,CZ0513,50.940324,15.127667
587443,CZ0632,49.115130,15.616146
597511,CZ0801,50.091869,17.546206
581780,CZ0641,49.361476,16.768035
536806,CZ0316,49.166695,14.132576
559083,CZ0325,49.872448,13.305350
568937,CZ0631,49.625837,15.684616
583235,CZ0643,49.156753,16.376457
570206,CZ0521,50.169243,15.607018
560634,CZ0317,49.325991,14.786807
537136,CZ0315,49.020356,13.928608
561720,CZ0511,50.632503,14.392521
507580,CZ0805,49.932130,18.004827
594261,CZ0647,48.921596,15.986425
552437,CZ0712,49.520843,17.344253
536954,CZ0316,49.233828,13.718584
529958,CZ0201,49.856112,14.557463
581798,CZ0641,49.460360,16.583923
590967,CZ0634,49.100437,16.019513
500062,CZ0723,49.465249,17.974270
594270,CZ0647,48.815911,16.173693
548685,CZ0524,50.079206,16.234632
569372,CZ0715,49.820815,16.833722
534153,CZ0205,49.888996,15.350407
537390,CZ0208,50.239265,15.022812
598348,CZ0802,49.729234,18.235519
529974,CZ0201,49.844913,14.477553
597520,CZ0801,50.090683,17.703168
536172,CZ0207,50.372511,14.863152
590975,CZ0634,49.244186,16.233080
588296,CZ0721,49.291758,17.399480
561738,CZ0511,50.828174,14.701621
536181,CZ0207,50.330635,14.717485
541940,CZ020C,50.206875,13.784056
571661,CZ0531,49.772498,16.026846
559091,CZ0325,49.926348,13.055063
563030,CZ0317,49.348553,14.832583
598500,CZ020C,50.091708,13.432026
536555,CZ0316,49.291408,13.848107
568945,CZ0631,49.688511,15.852171
577243,CZ0514,50.565638,15.480245
589667,CZ0713,49.446019,17.001558
584584,CZ0644,48.989106,16.910379
533459,CZ0204,50.017461,14.871405
541966,CZ020C,50.174955,13.731687
567639,CZ0426,50.684596,13.858264
541974,CZ020C,50.172357,13.775232
568180,CZ0805,49.831881,17.683296
599484,CZ0204,50.006062,15.057761
566314,CZ0424,50.174477,13.426708
564176,CZ0513,50.774549,14.933501
563315,CZ0422,50.499571,13.136207
548201,CZ0633,49.389356,14.917101
533467,CZ0204,50.025621,15.127128
537403,CZ0208,50.180061,15.114377
529991,CZ0201,49.721417,14.475637
586960,CZ0724,49.129596,17.967873
554901,CZ0712,49.614533,17.195665
548219,CZ0633,49.536955,15.168678
