Kód obce,Kód okresu,Latitude,Longitude
593371,CZ0646,49.164452,16.919514
550396,CZ0315,49.031903,14.271361
536474,CZ0316,49.192799,13.800188
582085,CZ0641,49.450065,16.718057
572870,CZ0532,50.093029,15.805868
580694,CZ0533,49.890679,16.343315
599166,CZ0321,49.425183,13.077609
571636,CZ0204,50.084482,15.294147
536334,CZ0207,50.346866,14.926664
588784,CZ0721,49.364766,17.497843
589756,CZ0713,49.341914,17.206072
583472,CZ0643,49.050477,16.500700
584703,CZ0644,48.935690,16.824364
594521,CZ0647,48.942345,16.088509
566837,CZ0326,49.877038,13.574993
536725,CZ0316,49.194724,13.879078
553476,CZ0715,49.874866,16.847553
593389,CZ0646,49.180540,17.135056
593397,CZ0646,49.246812,16.913617
579564,CZ0525,50.467018,15.753975
593401,CZ0646,49.129699,17.124981
573230,CZ0522,50.384534,15.370126
571156,CZ0207,50.358549,14.763930
552747,CZ0317,49.513482,14.693011
533602,CZ0202,50.019222,14.139071
586447,CZ0645,49.003151,17.011040
535435,CZ0311,49.130401,14.601091
553158,CZ0805,49.992379,17.809969
570478,CZ0521,50.192306,15.463452
534226,CZ0205,49.880863,15.148908
558109,CZ0324,49.486270,13.582361
564524,CZ020B,49.642895,13.837368
566501,CZ0424,50.218181,13.313325
571521,CZ0203,50.264054,14.027719
536351,CZ0207,50.378415,14.916429
573078,CZ0532,50.079868,15.647275
535087,CZ0206,50.259361,14.517703
562157,CZ0314,49.500820,14.063758
583481,CZ0643,49.142313,16.387883
593419,CZ0646,49.151205,17.081054
530263,CZ0201,49.859411,14.659464
564222,CZ020B,49.560455,14.026157
542130,CZ020C,50.179666,13.688009
583499,CZ0643,49.064124,16.754104
534269,CZ0202,49.881363,14.124461
596183,CZ0635,49.413112,15.950806
550442,CZ0315,49.049406,14.197098
545643,CZ0312,48.790887,14.455665
534919,CZ0208,50.213205,15.142899
558117,CZ0324,49.616473,13.430689
530298,CZ0201,49.815795,14.518381
585556,CZ0724,49.260516,17.825454
554022,CZ0321,49.597691,13.064248
532665,CZ0203,50.241781,14.220097
531588,CZ0202,49.852562,14.036716
558125,CZ0324,49.441098,13.515683
530301,CZ0201,49.615106,14.698704
587583,CZ0632,49.225836,15.534527
530310,CZ0201,49.753835,14.533011
571997,CZ0207,50.570239,14.948481
549657,CZ0314,49.477833,14.153463
541192,CZ0326,49.685555,13.605743
593427,CZ0646,49.135416,17.049752
554031,CZ0321,49.420508,12.933341
549207,CZ0522,50.347043,15.493052
559288,CZ0325,49.822935,13.274982
598585,CZ020C,50.013274,13.822228
546160,CZ0422,50.424293,13.478643
589764,CZ0713,49.325526,17.173366
578533,CZ0322,49.262507,13.675029
553590,CZ0323,49.655024,13.477167
592421,CZ0722,49.016782,17.752313
542296,CZ0324,49.531654,13.316677
556815,CZ0322,49.172674,13.612383
540102,CZ0324,49.426677,13.728163
558141,CZ0323,49.640535,13.519727
529893,CZ0315,49.125538,13.620561
551520,CZ0316,49.188367,13.861812
596191,CZ0643,49.341792,16.257645
584711,CZ0644,48.993283,16.754291
571121,CZ0207,50.395880,14.808547
591238,CZ0634,49.022725,15.747338
536962,CZ0316,49.155330,13.897452
588806,CZ0721,49.203726,17.166004
589772,CZ0713,49.445315,16.851911
592439,CZ0722,48.974744,17.647683
531596,CZ0202,49.999065,14.001056
596205,CZ0635,49.532665,15.805946
593435,CZ0646,49.109637,16.901793
552526,CZ0802,49.648584,18.433859
597686,CZ0712,49.754048,17.506344
531707,CZ0206,50.473589,14.670766
584720,CZ0643,49.013902,16.654416
552518,CZ0802,49.660825,18.426436
561177,CZ0633,49.346075,15.297103
546798,CZ0313,49.019361,15.103258
548456,CZ0633,49.417337,15.116849
588814,CZ0721,49.210212,17.453821
552381,CZ0712,49.834478,17.077461
586455,CZ0645,48.861047,17.593418
562734,CZ0313,49.175714,15.161053
573248,CZ0522,50.494593,15.515138
550451,CZ0315,48.778263,13.930124
546950,CZ0801,49.922008,17.475201
555398,CZ0412,50.271028,12.784334
587591,CZ0632,49.139510,15.563696
572608,CZ0533,49.884023,16.237288
536377,CZ0207,50.391270,15.032963
546801,CZ0313,49.239453,15.072705
535648,CZ0311,48.920709,14.528740
513661,CZ0312,48.948418,14.247260
560201,CZ0316,49.187495,13.733768
583502,CZ0643,49.108212,16.310943
560561,CZ0413,50.084201,12.775287
591246,CZ0634,49.248618,15.803952
596213,CZ0635,49.391108,16.196383
576549,CZ0524,50.130790,16.050209
546593,CZ0513,50.831607,15.001175
599131,CZ0321,49.366549,13.038868
540269,CZ0324,49.686066,13.292789
535117,CZ0206,50.312898,14.308286
538558,CZ0209,50.219324,14.535739
542636,CZ0424,50.285958,13.842789
533530,CZ0204,50.052246,15.144556
562360,CZ0313,48.810739,14.925675
563731,CZ0512,50.725240,15.214758
577341,CZ0514,50.520410,15.411952
540889,CZ020B,49.831865,14.275336
571806,CZ0207,50.490776,14.926496
569160,CZ0631,49.756205,15.648091
552763,CZ0317,49.392801,14.783071
572438,CZ0533,49.837637,16.160009
569151,CZ0631,49.785954,15.404017
563455,CZ0317,49.543134,14.748066
596221,CZ0635,49.540029,16.084205
555266,CZ0631,49.648874,15.437793
567329,CZ0425,50.594847,13.482558
583511,CZ0643,49.071249,16.441855
587974,CZ0635,49.564483,15.808971
534242,CZ0205,49.970682,15.324978
540897,CZ020B,49.803328,14.357021
565342,CZ0423,50.447702,14.179516
506494,CZ0412,50.360145,12.719531
569551,CZ0801,50.023575,17.528300
544868,CZ0311,48.789733,14.778483
571920,CZ0534,49.851778,16.143909
561568,CZ0315,49.038803,13.645759
512893,CZ0805,49.862875,17.678131
570494,CZ0521,50.147769,15.495214
596230,CZ0635,49.561543,16.074288
574279,CZ0523,50.344662,16.151571
564265,CZ0513,50.925011,15.229539
558176,CZ0324,49.579685,13.683735
593443,CZ0646,49.408906,16.902045
596248,CZ0635,49.293788,16.193421
555274,CZ0805,49.902222,18.001326
560570,CZ0413,50.206578,12.738121
566519,CZ0424,50.339745,13.474941
542164,CZ020C,50.152823,13.900538
591254,CZ0634,49.017730,15.773555
596256,CZ0635,49.519866,15.908630
561851,CZ0511,50.692151,14.746964
567752,CZ0426,50.656439,13.823154
551554,CZ0316,49.262770,13.797628
584746,CZ0644,48.837140,16.492837
546844,CZ0313,49.081103,14.822260
561860,CZ0511,50.757714,14.555664
570508,CZ0521,50.241602,15.490926
542181,CZ020C,50.088240,13.831001
599654,CZ0208,50.238112,15.022165
574287,CZ0523,50.357375,16.244478
544566,CZ0723,49.337068,18.198046
531600,CZ0202,49.980867,13.943296
599191,CZ0804,49.594425,18.013636
596264,CZ0635,49.634722,16.187315
540901,CZ020B,49.788108,14.293661
554707,CZ0411,50.217131,12.445362
554057,CZ0321,49.477383,12.805087
540501,CZ0715,49.942722,17.032010
561878,CZ0511,50.765514,14.442254
574295,CZ0523,50.321268,15.949290
586463,CZ0645,48.868447,16.961126
584754,CZ0644,48.809718,16.493828
548464,CZ0633,49.383617,15.366290
587729,CZ0647,48.830248,16.060675
591262,CZ0634,49.321270,15.938454
538566,CZ0209,50.183861,14.720401
533548,CZ0209,49.955626,14.884500
531618,CZ020A,50.018581,14.230078
564907,CZ0209,49.994052,14.602336
507091,CZ0802,49.656185,18.756984
596272,CZ0635,49.603976,16.345044
537004,CZ0208,50.185682,15.043760
582107,CZ0641,49.528083,16.539265
556831,CZ0322,49.293979,13.143639
559300,CZ0325,49.712816,13.204705
513571,CZ020B,49.713206,14.066994
540935,CZ020B,49.716261,13.947414
589799,CZ0713,49.394852,17.227643
548065,CZ0521,50.161163,15.582212
582115,CZ0641,49.452311,16.605726
559318,CZ0325,49.889575,13.413718
541443,CZ0327,49.814715,12.537800
542580,CZ0424,50.373356,13.863081
569577,CZ0801,50.003161,17.497004
540943,CZ020B,49.680504,14.216474
540951,CZ020B,49.742352,14.151959
548472,CZ0633,49.425159,14.943589
567337,CZ0425,50.505083,13.695511
570893,CZ0207,50.447959,15.063720
536407,CZ0207,50.460227,15.082414
535133,CZ0206,50.295983,14.478492
596281,CZ0635,49.499959,16.001685
541915,CZ0322,49.390514,13.378436
510980,CZ0634,49.233244,16.125399
576557,CZ0524,50.239986,16.067392
566527,CZ0424,50.198660,13.460534
538574,CZ0209,50.233515,14.410889
539554,CZ0411,50.103171,12.484250
583529,CZ0643,49.010907,16.509119
599701,CZ0804,49.662648,17.830950
537551,CZ0208,50.144240,15.188842
591289,CZ0634,49.120315,16.014372
533556,CZ0204,50.097882,15.295120
549185,CZ0522,50.454396,15.258528
548910,CZ0522,50.449700,15.308770
567761,CZ0426,50.587135,13.844786
576565,CZ0524,50.322692,16.213912
570516,CZ0521,50.329630,15.511087
577359,CZ0514,50.597745,15.126071
540960,CZ020B,49.787140,13.959817
539503,CZ020A,49.941829,14.432139
589802,CZ0713,49.486560,17.020730
589811,CZ0713,49.600231,16.915109
583537,CZ0643,49.254302,16.737338
582123,CZ0643,49.425693,16.394338
591297,CZ0634,49.206057,16.088033
561886,CZ0511,50.527594,14.671066
571334,CZ020A,50.162011,14.258724
563269,CZ0422,50.362327,13.106679
529877,CZ0314,49.413732,14.364412
582131,CZ0641,49.507604,16.732103
538922,CZ0411,50.062566,12.487772
561894,CZ0511,50.766932,14.527685
562475,CZ0313,49.239826,15.017172
569186,CZ0631,49.630014,15.490933
548588,CZ0631,49.534541,15.556975
539511,CZ020A,49.918924,14.447417
534251,CZ0205,49.852528,15.475842
546933,CZ0634,49.259480,15.852076
537560,CZ0208,50.164391,15.192429
591301,CZ0634,49.245493,15.769689
554049,CZ0806,49.789650,18.089056
552259,CZ0712,49.613591,17.001576
594555,CZ0647,48.921815,15.949704
566888,CZ0327,49.843499,12.866878
594563,CZ0647,48.984904,16.402498
530344,CZ0201,49.673280,14.640953
552798,CZ0317,49.558828,14.754364
515825,CZ0714,49.497560,17.539328
564281,CZ0513,50.849733,15.083777
549444,CZ0724,49.181867,17.561448
578479,CZ0533,49.727227,16.193810
509574,CZ0805,49.991395,17.960845
594571,CZ0647,48.902158,16.248504
569208,CZ0631,49.549005,15.765938
533564,CZ0209,49.971695,14.916786
542440,CZ0423,50.480652,14.196615
562190,CZ0314,49.346255,14.310591
569216,CZ0631,49.681670,15.547785
561967,CZ0633,49.445848,15.263754
531626,CZ0202,49.780462,13.810119
542199,CZ020C,50.128597,13.695961
544884,CZ0311,48.841330,14.704931
582158,CZ0641,49.557654,16.421795
570524,CZ0521,50.142363,15.445092
576581,CZ0524,50.144310,16.148606
577367,CZ0514,50.545045,15.119305
576573,CZ0524,50.373260,16.309980
544892,CZ0311,49.107235,14.363919
500496,CZ0712,49.593878,17.250979
582166,CZ0641,49.330970,16.671791
560588,CZ0413,50.251243,12.558884
532673,CZ0206,50.234699,14.240487
550132,CZ0646,49.248136,16.866160
587613,CZ0632,49.186221,15.566091
540510,CZ0715,49.965186,16.859046
541958,CZ0322,49.400933,13.627031
589829,CZ0713,49.536550,17.164670
596302,CZ0643,49.421365,16.290327
587214,CZ0632,49.155548,15.373333
552844,CZ0714,49.590212,17.717277
537365,CZ0315,49.056923,14.235971
583545,CZ0643,49.170033,16.451834
545660,CZ0312,48.725918,14.443732
589837,CZ0713,49.363049,17.063785
537691,CZ0633,49.393042,15.178062
538582,CZ0209,49.904717,14.784310
534277,CZ0205,49.899330,15.124360
594580,CZ0647,48.905385,15.834328
548502,CZ0633,49.578327,15.136477
552801,CZ0317,49.396884,14.481477
587621,CZ0632,49.431128,15.394379
591319,CZ0634,49.224435,15.661768
578487,CZ0533,49.825097,16.504684
572721,CZ0533,49.805398,16.480232
583553,CZ0643,49.075131,16.641079
516201,CZ0714,49.499290,17.739289
530956,CZ0205,49.855250,15.248583
575429,CZ0532,50.145512,15.790553
505927,CZ0805,49.940760,17.894899
571679,CZ0209,49.924267,14.867406
553000,CZ0714,49.409663,17.260311
539783,CZ0324,49.579961,13.274335
537578,CZ0208,50.172581,15.257777
576590,CZ0524,50.267515,16.114902
542555,CZ0424,50.311585,13.735342
537586,CZ0208,50.130814,15.217103
591327,CZ0634,49.037839,15.652148
516350,CZ0714,49.469951,17.620402
542202,CZ020C,50.111647,13.549003
571962,CZ0531,49.919409,15.839135
580716,CZ0534,50.003420,16.350710
576603,CZ0524,50.278761,16.475033
580724,CZ0534,50.031626,16.681575
549681,CZ0314,49.509979,14.165613
599069,CZ0803,49.870238,18.425108
593460,CZ0646,49.239184,17.093701
539520,CZ020A,50.020209,14.296653
583561,CZ0643,49.111280,16.523392
587630,CZ0632,49.200027,15.532067
596329,CZ0635,49.350482,16.139044
592447,CZ0722,49.030686,17.300934
598470,CZ020B,49.697825,14.437729
599662,CZ0208,50.101650,15.148691
564290,CZ0513,50.694990,14.921485
576611,CZ0524,50.257266,16.307000
598828,CZ0314,49.443367,14.299945
551562,CZ0316,49.318408,13.963291
573264,CZ0522,50.463947,15.159618
560057,CZ0326,49.778115,13.591040
531634,CZ0202,49.819743,13.858627
567779,CZ0426,50.622637,13.691488
516619,CZ0714,49.511313,17.528401
558184,CZ0324,49.437309,13.672931
570532,CZ0521,50.142888,15.686098
588822,CZ0721,49.431087,17.751607
570541,CZ0521,50.143649,15.676288
578509,CZ0533,49.843645,16.284770
582174,CZ0643,49.456294,16.421688
540544,CZ0715,49.895329,17.132249
537616,CZ0208,50.240157,15.084104
583588,CZ0643,49.123447,16.336633
596337,CZ0635,49.340872,15.990807
511412,CZ0635,49.315507,15.966948
594598,CZ0647,48.932188,15.687500
549703,CZ0314,49.399365,14.212059
597716,CZ0801,50.275267,17.715337
531642,CZ0202,49.844478,14.084020
596345,CZ0635,49.325143,16.168556
596353,CZ0635,49.325323,16.015528
591335,CZ0634,49.155648,15.918092
583596,CZ0643,49.161102,16.545590
537624,CZ0208,50.180537,14.893003
557170,CZ0724,49.271025,17.766940
554821,CZ0806,49.821023,18.262624
598542,CZ0802,49.535196,18.391751
535231,CZ0311,48.880718,14.600707
573272,CZ0522,50.372556,15.549593
555428,CZ0412,50.306035,12.939183
548359,CZ0631,49.693104,15.301494
574104,CZ0531,49.972703,16.030432
580732,CZ0534,49.930345,16.540637
599395,CZ0201,49.665402,14.851197
598372,CZ020B,49.611219,14.014609
596361,CZ0635,49.486919,15.990033
559326,CZ0325,49.900238,13.042079
582182,CZ0641,49.382462,16.762786
583600,CZ0643,49.210924,16.409562
586471,CZ0645,49.042793,17.080434
549711,CZ0314,49.421243,14.115581
566993,CZ0326,49.907578,13.728204
592455,CZ0722,48.975689,17.467622
592463,CZ0722,49.004438,17.436427
569330,CZ0711,50.185253,17.051691
573281,CZ0522,50.443397,15.289734
530352,CZ0201,49.834893,14.832400
575437,CZ0532,49.993525,15.805408
578061,CZ0322,49.422439,13.347004
575445,CZ0532,50.044716,16.030478
592471,CZ0722,49.055871,17.249789
554073,CZ0321,49.513274,13.047035
541681,CZ0327,49.772115,12.856261
589845,CZ0713,49.388426,17.071186
540293,CZ0324,49.544137,13.220352
509612,CZ0805,49.916939,17.869927
587648,CZ0632,49.266600,15.569796
596370,CZ0635,49.362965,15.906706
589853,CZ0713,49.421275,16.871783
506699,CZ0643,49.100613,16.672783
534111,CZ0202,49.869145,13.947252
593478,CZ0646,49.086517,16.814533
566209,CZ0321,49.486597,12.842602
537969,CZ0412,50.255450,12.871721
574317,CZ0523,50.557245,16.387685
554952,CZ0531,49.793442,16.043608
555444,CZ0412,50.032393,12.892407
531669,CZ0202,49.980598,13.978869
585599,CZ0724,49.210016,17.530876
563277,CZ0422,50.480923,13.450810
532681,CZ0203,50.211664,14.273030
541010,CZ020B,49.717747,14.159939
580741,CZ0534,49.989464,16.281865
569224,CZ0631,49.659429,15.755752
533572,CZ0204,50.062882,15.239607
535141,CZ0206,50.253151,14.613962
569232,CZ0631,49.722657,15.384160
539473,CZ0411,49.953112,12.779206
544574,CZ0723,49.432567,17.917399
531278,CZ0205,49.841740,15.302429
545953,CZ0513,50.619335,15.113636
588831,CZ0721,49.379562,17.565850
548511,CZ0633,49.470865,15.001783
556912,CZ0322,49.373007,13.632835
588849,CZ0721,49.259770,17.169012
564192,CZ0203,50.312029,14.049685
598551,CZ0802,49.634770,18.315185
540595,CZ0715,49.729051,16.952733
550469,CZ0634,49.005620,15.537655
582191,CZ0641,49.549563,16.644594
587656,CZ0632,49.252661,15.515001
538604,CZ0209,50.213867,14.440210
566535,CZ0424,50.295028,13.917056
542211,CZ020C,50.036103,13.716918
587672,CZ0632,49.219628,15.265918
551571,CZ0316,49.201136,13.994739
555134,CZ0532,50.034409,15.781299
516635,CZ0714,49.501230,17.708077
516686,CZ0714,49.631419,17.708201
599182,CZ0321,49.470477,12.837930
554081,CZ0321,49.395458,12.893516
504785,CZ0712,49.796542,17.222863
562254,CZ0314,49.251740,14.254921
547476,CZ0514,50.724065,15.400555
598569,CZ0802,49.731885,18.290478
584762,CZ0643,48.903060,16.543748
566781,CZ0325,50.069086,13.382322
580759,CZ0534,50.094975,16.566309
513423,CZ0204,49.996452,15.186297
592480,CZ0722,49.079630,17.644446
537632,CZ0208,50.165617,15.158562
567345,CZ0425,50.499915,13.705297
594601,CZ0647,48.971577,15.899056
544248,CZ020C,50.056094,13.736470
596388,CZ0635,49.348216,15.878564
584771,CZ0644,48.874256,16.672359
569241,CZ0631,49.699317,15.332621
587681,CZ0632,49.242892,15.557210
561916,CZ0633,49.398772,15.244081
596396,CZ0635,49.450847,15.913945
540609,CZ0715,49.742890,16.879352
532711,CZ0203,50.096481,14.167154
533076,CZ0201,49.715216,14.933216
557196,CZ0713,49.302054,17.212617
516694,CZ0714,49.469520,17.547853
552500,CZ0802,49.704374,18.434339
554090,CZ0321,49.398684,12.831288
579581,CZ0525,50.693981,15.733267
573299,CZ0522,50.480435,15.608329
507717,CZ0313,49.057931,15.392475
541028,CZ020B,49.600518,14.105591
571032,CZ0207,50.351250,15.004099
576620,CZ0524,50.153878,16.424789
537641,CZ0204,50.090527,15.030275
537543,CZ0315,49.053207,13.942131
566373,CZ0321,49.389227,12.914379
547492,CZ0633,49.430721,15.223083
563749,CZ0512,50.687791,15.236038
564303,CZ0513,50.594968,15.076196
589870,CZ0713,49.567294,17.013234
572004,CZ0531,49.826885,16.079952
584789,CZ0644,48.852320,16.624527
559334,CZ0325,49.840507,13.102822
555452,CZ0412,50.365797,12.783825
596400,CZ0643,49.406417,16.325710
563285,CZ0422,50.381769,13.110315
564311,CZ0513,50.979084,15.076532
534307,CZ0205,49.754910,15.181716
514276,CZ0511,50.680046,14.719254
566551,CZ0424,50.342609,13.959969
577391,CZ0514,50.619384,15.444040
546062,CZ0422,50.463315,13.484983
529656,CZ0209,49.886462,14.705522
598241,CZ0207,50.411512,14.811952
563293,CZ0422,50.321219,13.349824
536431,CZ0207,50.413286,15.076925
596418,CZ0635,49.327579,16.041249
566560,CZ0424,50.127625,13.446526
530409,CZ0201,49.808356,14.752698
582204,CZ0641,49.533771,16.489694
586480,CZ0645,48.882055,17.278203
539546,CZ020A,49.886498,14.433839
500020,CZ0715,50.005536,17.044380
582212,CZ0641,49.411964,16.699850
594610,CZ0647,49.006837,16.292563
591360,CZ0634,49.241283,15.787690
570567,CZ0521,50.289854,15.598601
551848,CZ0801,50.239024,17.448488
580767,CZ0534,49.988215,16.541627
541044,CZ020B,49.554366,14.337472
542229,CZ020C,50.067363,13.639280
568147,CZ0427,50.789131,13.976255
534315,CZ0205,49.811063,15.297295
534323,CZ0205,49.810040,15.063514
599077,CZ0803,49.895965,18.547898
556921,CZ0322,49.218758,13.440898
548871,CZ0522,50.299084,15.607452
556874,CZ0724,49.105005,17.810083
591378,CZ0634,49.159311,15.902416
535699,CZ0311,48.847072,14.754708
538612,CZ0209,49.925301,14.617066
599085,CZ0803,49.831096,18.389513
599743,CZ0804,49.707197,18.151530
532720,CZ0203,50.193882,14.117927
541052,CZ020B,49.745546,14.057909
549916,CZ0635,49.432505,16.122491
556947,CZ0412,50.179793,12.925973
579599,CZ0525,50.532571,15.820303
540650,CZ0715,50.005065,16.801608
557226,CZ0802,49.574770,18.787469
540684,CZ0711,50.273123,17.253835
580775,CZ0534,50.045242,16.448156
546917,CZ0313,48.965043,15.462488
596434,CZ0635,49.568007,16.236760
549240,CZ0314,49.303554,14.158129
570575,CZ0521,50.155530,15.501834
512028,CZ0802,49.559340,18.802420
536440,CZ0207,50.367841,14.874736
537659,CZ0208,50.131421,15.065865
561070,CZ0313,49.049781,14.901411
537667,CZ0208,50.164646,15.001364
548545,CZ0633,49.601839,15.203524
509647,CZ0805,49.978666,18.193601
542539,CZ0423,50.519327,14.069206
535991,CZ0311,49.045975,14.335259
592498,CZ0722,49.038403,17.850785
589888,CZ0713,49.384785,17.184933
598887,CZ0316,49.177594,14.069728
535176,CZ0311,48.943775,14.452868
561134,CZ0327,49.868267,12.743897
552828,CZ0317,49.354541,14.701577
533581,CZ0204,50.050204,15.029546
587702,CZ0632,49.420090,15.538370
530336,CZ0325,49.933800,13.389711
556955,CZ0322,49.390036,13.471166
559351,CZ0325,49.934598,13.390465
535346,CZ0311,48.901535,14.487974
594628,CZ0647,48.928863,16.080106
509078,CZ0313,49.084695,14.904124
563757,CZ0512,50.703338,15.317471
536458,CZ0207,50.414136,14.975134
550051,CZ0647,48.919012,16.002555
554740,CZ0411,50.220815,12.346810
507628,CZ0313,49.195629,14.821465
559369,CZ0325,49.774084,13.176850
532738,CZ0203,50.109433,14.116178
572942,CZ0532,50.128870,15.702840
564125,CZ0203,50.255276,13.986724
580783,CZ0534,50.045181,16.181298
566861,CZ0326,49.842744,13.739921
565393,CZ0423,50.560340,14.198588
546968,CZ0313,49.223995,14.892803
589896,CZ0713,49.466236,17.015122
565580,CZ0207,50.473807,14.804269
554791,CZ0323,49.738531,13.373737
566578,CZ0424,50.250358,13.703895
559377,CZ0325,49.778992,13.121864
552160,CZ0712,49.721386,17.161923
537675,CZ0204,50.086521,15.147597
554111,CZ0321,49.510406,12.802721
575461,CZ0532,50.097655,16.000768
575470,CZ0532,49.991102,15.581991
554120,CZ0321,49.343523,13.133597
564214,CZ020B,49.538772,13.983561
548561,CZ0633,49.260301,15.240324
566586,CZ0424,50.371926,13.887909
588865,CZ0721,49.271262,17.228235
541087,CZ020B,49.596115,14.380945
596442,CZ0635,49.588779,15.971975
566608,CZ0424,50.216536,13.262884
566616,CZ0424,50.229475,13.412030
534285,CZ0202,49.863079,14.126698
576654,CZ0524,50.259989,16.214851
550795,CZ0646,49.212563,16.928192
537683,CZ0208,50.142525,15.118988
596451,CZ0635,49.507768,15.800993
566365,CZ0321,49.527617,13.131214
573311,CZ0522,50.390156,15.514528
572039,CZ0531,49.936237,15.536819
538817,CZ0411,50.255461,12.201857
573329,CZ0522,50.418572,15.310632
534811,CZ0724,49.140048,17.774070
594636,CZ0647,48.900345,15.686517
588873,CZ0721,49.420849,17.795160
593486,CZ0646,49.365845,17.010822
584797,CZ0644,48.825640,16.848324
585611,CZ0724,49.305859,17.831511
580805,CZ0534,50.020296,16.281063
564486,CZ020B,49.690395,13.981947
532754,CZ0203,50.221126,14.160368
531685,CZ0202,49.815724,13.913630
548634,CZ0631,49.721628,15.767847
551686,CZ0322,49.230189,13.578261
560081,CZ0326,49.943339,13.704478
548251,CZ0631,49.830381,15.439055
599590,CZ0208,50.191564,15.232291
594644,CZ0647,48.850738,15.940168
594652,CZ0647,48.887701,15.782341
538621,CZ0209,50.159219,14.601033
583634,CZ0643,49.190524,16.720950
596469,CZ0635,49.484360,16.080553
516864,CZ0714,49.445465,17.530335
592501,CZ0722,49.040900,17.529564
569496,CZ0723,49.430358,17.857251
549754,CZ0314,49.361265,14.312023
550175,CZ0646,49.344818,16.833319
565415,CZ0423,50.472089,13.948396
572951,CZ0532,50.128935,15.738311
573345,CZ0522,50.469069,15.340577
528196,CZ0205,49.825146,14.994103
569291,CZ0631,49.606211,15.648156
573591,CZ0631,49.603572,15.648294
578550,CZ0533,49.695006,16.560608
560553,CZ0317,49.473682,14.802766
552852,CZ0317,49.477597,14.811241
536911,CZ0316,49.188696,14.135183
545694,CZ0312,48.670025,14.647748
584801,CZ0643,48.981287,16.524557
549461,CZ0724,49.176665,17.537954
576662,CZ0524,50.292257,16.099060
539562,CZ020A,49.900021,14.525125
542237,CZ020C,50.227542,13.794371
552861,CZ0317,49.495907,14.896833
596477,CZ0635,49.481732,15.906642
550370,CZ0634,49.219742,15.742458
572063,CZ0531,49.796870,15.988264
553565,CZ0324,49.435798,13.555643
541788,CZ0322,49.425079,13.176854
533599,CZ0204,50.004771,15.206086
565431,CZ0423,50.505730,14.264579
538639,CZ0209,50.200671,14.593492
567353,CZ0425,50.444544,13.652795
561436,CZ0633,49.293206,15.246599
592510,CZ0722,49.033999,17.340746
561959,CZ0511,50.786771,14.533028
591394,CZ0634,49.214540,15.883581
540731,CZ0715,49.814846,16.996381
544621,CZ0723,49.456820,17.867653
574341,CZ0523,50.536968,16.233610
578576,CZ0533,49.715034,16.265977
500071,CZ0723,49.467058,17.943924
516899,CZ0714,49.391830,17.259275
587711,CZ0632,49.487099,15.718914
500194,CZ0312,48.805608,14.131502
513237,CZ0204,50.110106,15.296802
513148,CZ0204,49.992409,15.095338
596485,CZ0635,49.607595,15.916439
548723,CZ0524,50.059088,16.305976
516911,CZ0714,49.577179,17.841791
549983,CZ0713,49.631541,16.949496
562459,CZ0313,49.106486,14.927954
578584,CZ0533,49.710361,16.317396
538868,CZ0411,50.086208,12.279652
562670,CZ0313,49.116075,14.702066
562653,CZ0313,49.136634,14.703419
549738,CZ0643,49.152257,16.742391
577405,CZ0514,50.661618,15.463395
546992,CZ0313,49.213683,15.184019
584819,CZ0644,48.927358,16.667010
583651,CZ0643,49.107197,16.616203
532649,CZ0201,49.695492,14.752560
592528,CZ0722,49.052651,17.527232
599221,CZ0209,49.962644,14.597904
583669,CZ0643,49.177467,16.487676
591408,CZ0634,49.159171,16.127493
537705,CZ0204,50.108165,14.918285
530441,CZ0201,49.839058,14.674564
572373,CZ0533,49.798443,16.193901
566624,CZ0424,50.359895,13.703020
554138,CZ0321,49.458386,12.806891
540773,CZ0715,49.907661,16.912368
553352,CZ0715,49.922722,16.879208
538647,CZ0206,50.233091,14.386813
530450,CZ0201,49.728144,14.777499
548600,CZ0633,49.458874,15.042352
564087,CZ0203,50.312793,14.137949
549533,CZ0724,49.154482,18.035541
534331,CZ0205,49.869460,15.420200
517101,CZ0714,49.637025,17.651843
576671,CZ0524,50.082189,16.309021
555479,CZ0412,50.428273,12.736597
530247,CZ0325,50.016105,13.399461
577979,CZ0411,50.140272,12.298291
584835,CZ0644,48.934526,16.624973
568155,CZ0427,50.672866,14.160445
591416,CZ0634,49.235855,16.037952
544655,CZ0723,49.233333,17.955546
532762,CZ0203,50.242157,13.943656
549401,CZ0724,49.129313,17.769364
583677,CZ0643,49.209864,16.790847
583685,CZ0643,49.141161,16.765498
551619,CZ0316,49.257287,13.849231
565458,CZ0423,50.569522,14.032075
594679,CZ0647,48.877137,16.201279
558231,CZ0324,49.503547,13.541553
554782,CZ0100,50.075638,14.437900
550094,CZ0315,49.011010,14.000100
572071,CZ0531,49.893895,15.628821
592536,CZ0722,49.069003,17.633144
539538,CZ0411,50.050184,12.732909
570648,CZ0521,50.238775,15.548695
570656,CZ0521,50.172970,15.742802
587397,CZ0721,49.268795,17.186821
531693,CZ0202,49.865986,13.933537
556084,CZ0322,49.105240,13.378047
588890,CZ0721,49.324587,17.495591
594687,CZ0647,48.843456,16.361153
583693,CZ0643,49.055779,16.487786
530476,CZ0201,49.635687,14.943477
572853,CZ0532,50.131879,15.624255
568813,CZ0802,49.608863,18.486280
544671,CZ0723,49.248001,17.961456
567787,CZ0426,50.667833,13.836123
561509,CZ0314,49.492895,14.145234
570753,CZ0207,50.350064,15.116768
